index	x	y
1	1	1.089083977082624
2	2	2.6005340195325064
3	3	3.595823805594123
4	4	4.493648233847749
5	5	5.36610086206959
6	6	6.677944464477435
7	7	7.1383324302759785
8	8	8.795535263450086
9	9	9.657212290589527
10	10	10.692093527291188
11	11	11.07376363551521
12	12	12.84747455948927
13	13	13.103599672976443
14	14	14.305694323430474
15	15	15.785719392919278
16	16	16.435001982550855
17	17	17.196552533651865
18	18	18.772022125679385
19	19	19.761294487420283
20	20	20.94859070115978
21	21	21.90453343938353
22	22	22.609034529312186
23	23	23.829087826282514
24	24	24.04108384755556
25	25	25.622554382376897
26	26	26.863508174001325
27	27	27.288423659602618
28	28	28.606948506037124
29	29	29.808440207460343
30	30	30.01310774444122
31	31	31.564805451190615
32	32	32.653167757232474
33	33	33.93221837757924
34	34	34.39652064098337
35	35	35.935989105874214
36	36	36.7728795826768
37	37	37.36454131789297
38	38	38.1722966505883
39	39	39.72547394577741
40	40	40.54397150600859
41	41	41.90400157460377
42	42	42.645957610031935
43	43	43.44599336379607
44	44	44.504390120160025
45	45	45.44971954678999
46	46	46.28390756453398
47	47	47.324293510007124
48	48	48.784282006616834
49	49	49.19334594270131
50	50	50.051190886492996
51	51	51.45504496385327
52	52	52.86659080062084
53	53	53.80411047827387
54	54	54.74631287317523
55	55	55.813069865681975
56	56	56.37371861497413
57	57	57.18070830505472
58	58	58.625395682703946
59	59	59.70013952447735
60	60	60.15217650141098
61	61	61.41960882999686
62	62	62.773068643461336
63	63	63.400644856011645
64	64	64.63591542250643
65	65	65.73021303134722
66	66	66.96935998985843
67	67	67.8427002794599
68	68	68.52744742459973
69	69	69.98547826257678
70	70	70.23763759115822
71	71	71.74955643196152
72	72	72.95678874392705
73	73	73.44894961640298
74	74	74.58733510878425
75	75	75.44610517071902
76	76	76.92319800053795
77	77	77.56426913333497
78	78	78.92613595566638
79	79	79.38206319610718
80	80	80.35382623309911
81	81	81.09536941874232
82	82	82.04292610308484
83	83	83.08450674010155
84	84	84.93131739526875
85	85	85.07074340356817
86	86	86.64722518519787
87	87	87.0180047691369
88	88	88.74296569632718
89	89	89.83693460585654
90	90	90.52075704742992
91	91	91.90898343936931
92	92	92.53169633019263
93	93	93.68424811257927
94	94	94.94704140163344
95	95	95.83136588672197
96	96	96.61769844132134
97	97	97.84585210305698
98	98	98.20176345927254
99	99	99.79553730474072
100	100	100.26084758059955
101	101	101.38000918831442
102	102	102.4522362151963
103	103	103.07495714274799
104	104	104.921235725098
105	105	105.36337310931775
106	106	106.0931153622753
107	107	107.10314832840692
108	108	108.3076772082489
109	109	109.05873821906025
110	110	110.74160937918096
111	111	111.32984661134729
112	112	112.96496122331462
113	113	113.12389111744623
114	114	114.2669145848176
115	115	115.69566564901264
116	116	116.1531817187259
117	117	117.88191633554572
118	118	118.01258444452358
119	119	119.17815629886562
120	120	120.54636863697161
121	121	121.63150980258406
122	122	122.795712621746
123	123	123.10270771696474
124	124	124.75101165025383
125	125	125.31623675813873
126	126	126.45772410076852
127	127	127.17383963467591
128	128	128.14358921037845
129	129	129.24542619118097
130	130	130.426781461662
131	131	131.25584766357426
132	132	132.25802070577345
133	133	133.48201272713783
134	134	134.6535268603682
135	135	135.18051822166657
136	136	136.02592997496166
137	137	137.0913850439702
138	138	138.69447974752669
139	139	139.17811986837583
140	140	140.5029923340009
141	141	141.9165117821981
142	142	142.545932872835
143	143	143.0530938244074
144	144	144.5192922451948
145	145	145.61840593519076
146	146	146.52437941690513
147	147	147.48445818860432
148	148	148.76477719741214
149	149	149.41642059467964
150	150	150.52874742917626
151	151	151.8046887304476
152	152	152.02682777562535
153	153	153.43133760585704
154	154	154.8424550458838
155	155	155.4345852473643
156	156	156.49134919898694
157	157	157.08717638586327
158	158	158.0696552572166
159	159	159.98190571511452
160	160	160.0893705067738
161	161	161.38621280518134
162	162	162.56201684078968
163	163	163.81651687879278
164	164	164.63932640743045
165	165	165.31115292599614
166	166	166.50310891574838
167	167	167.68913168563563
168	168	168.6706456760863
169	169	169.70515344833265
170	170	170.5705872809258
171	171	171.73464447083532
172	172	172.4381362426911
173	173	173.93562031635508
174	174	174.32951016536342
175	175	175.403365635478
176	176	176.5867040296046
177	177	177.43261311326444
178	178	178.38527838794766
179	179	179.55461873027593
180	180	180.12589138570576
181	181	181.7560649167729
182	182	182.36889654947137
183	183	183.05686711976927
184	184	184.60999410440039
185	185	185.0336861440883
186	186	186.26773072772488
187	187	187.17026333440074
188	188	188.33484982418008
189	189	189.1840646520728
190	190	190.61967050656256
191	191	191.1562867014306
192	192	192.50715023557441
193	193	193.57040623866214
194	194	194.15411544790408
195	195	195.61464238178132
196	196	196.04718787453734
197	197	197.38258219166593
198	198	198.92778003093792
199	199	199.56929919688966
200	200	200.70406075126564
201	201	201.7180048870209
202	202	202.80803028552356
203	203	203.65093459081308
204	204	204.99548384057493
205	205	205.94363630273756
206	206	206.8930658878323
207	207	207.06016615601334
208	208	208.7897367513361
209	209	209.47603311180333
210	210	210.9280538785337
211	211	211.28282652368912
212	212	212.53860923038437
213	213	213.8772604784046
214	214	214.3904192366236
215	215	215.4341585116144
216	216	216.20425233973936
217	217	217.06437251088838
218	218	218.18486407584103
219	219	219.50317341744875
220	220	220.63739432229139
221	221	221.7271072067213
222	222	222.72359996385057
223	223	223.19224318615846
224	224	224.53669766315298
225	225	225.4662562982016
226	226	226.51283915217576
227	227	227.11356262976514
228	228	228.78014645138842
229	229	229.0048170182519
230	230	230.33489928822175
231	231	231.85440866186946
232	232	232.35469729601172
233	233	233.72781631108515
234	234	234.3632168228346
235	235	235.7059934818395
236	236	236.2907846384604
237	237	237.84859772678985
238	238	238.32168115108792
239	239	239.64468481576336
240	240	240.19059884211856
241	241	241.5649248820854
242	242	242.26135341991952
243	243	243.4862327248891
244	244	244.31659949219144
245	245	245.84773734532544
246	246	246.10087711696343
247	247	247.60330680851928
248	248	248.8704757330703
249	249	249.56413268376093
250	250	250.27962919977645
251	251	251.36322494629863
252	252	252.41236253839404
253	253	253.46573124085248
254	254	254.58956585406528
255	255	255.0063055704741
256	256	256.6317041821646
257	257	257.17187586580377
258	258	258.958811417016
259	259	259.36478591552986
260	260	260.24033707308456
261	261	261.2221613253411
262	262	262.805733285967
263	263	263.75127094884425
264	264	264.7794722289157
265	265	265.79027795165786
266	266	266.146489254262
267	267	267.60464317648143
268	268	268.65696940777394
269	269	269.7640873959618
270	270	270.2762922568196
271	271	271.81729516179223
272	272	272.5178984097493
273	273	273.86383138629407
274	274	274.7571746387147
275	275	275.6326323930192
276	276	276.40583503417645
277	277	277.215393083942
278	278	278.6336404143743
279	279	279.33625711274846
280	280	280.5019677815231
281	281	281.49122740698397
282	282	282.2497046465317
283	283	283.2887189770211
284	284	284.207057776805
285	285	285.99433164625077
286	286	286.14727927771986
287	287	287.022118400474
288	288	288.2437569941923
289	289	289.2429252169229
290	290	290.90495830430586
291	291	291.5814757894605
292	292	292.1862010498992
293	293	293.20041760315314
294	294	294.58535316064814
295	295	295.986113765591
296	296	296.72777103418997
297	297	297.90683299449023
298	298	298.207487249279
299	299	299.647983518384
300	300	300.2656960564071
301	301	301.8676100741348
302	302	302.64094440294645
303	303	303.54417685522446
304	304	304.5134684911073
305	305	305.55425796551305
306	306	306.46559378082054
307	307	307.57058641532404
308	308	308.0026390408974
309	309	309.6183306557671
310	310	310.72466183371085
311	311	311.60145187636107
312	312	312.84326164110627
313	313	313.0739214745845
314	314	314.27710644178444
315	315	315.0357659663466
316	316	316.15004138699055
317	317	317.053102487402
318	318	318.2983852430187
319	319	319.9087057726143
320	320	320.3362608086762
321	321	321.34004230447675
322	322	322.84042823271096
323	323	323.3718695653624
324	324	324.69495026894396
325	325	325.4120816597204
326	326	326.8007717905664
327	327	327.76806256046143
328	328	328.19329289602916
329	329	329.6697854939162
330	330	330.63592960157933
331	331	331.06931174295136
332	332	332.66145677197204
333	333	333.30789739911313
334	334	334.3284110124233
335	335	335.0259481955143
336	336	336.3676904998458
337	337	337.41072591170195
338	338	338.25516131502553
339	339	339.4326607888986
340	340	340.48858073385287
341	341	341.7917129945236
342	342	342.24747309202183
343	343	343.46773724719077
344	344	344.2835661892305
345	345	345.5644190789037
346	346	346.2120916690637
347	347	347.0142673561832
348	348	348.42151201449224
349	349	349.2039790521898
350	350	350.8925493830556
351	351	351.4623702276414
352	352	352.4685585512877
353	353	353.66906475654525
354	354	354.90205371116934
355	355	355.4319400324426
356	356	356.1670756400354
357	357	357.56388342995837
358	358	358.67960639093803
359	359	359.60280129335825
360	360	360.5005158406768
361	361	361.88379423722193
362	362	362.37602009243733
363	363	363.9801723240909
364	364	364.2343826192844
365	365	365.4247554959775
366	366	366.6086825831955
367	367	367.4511449189441
368	368	368.0215230110168
369	369	369.987588134311
370	370	370.2549943548696
371	371	371.00452832868876
372	372	372.2343175783122
373	373	373.23193415957115
374	374	374.05710408564084
375	375	375.0691440983434
376	376	376.5219872754166
377	377	377.7290602226724
378	378	378.80062826747184
379	379	379.2062944354112
380	380	380.6823984979576
381	381	381.98428847597813
382	382	382.1485925903728
383	383	383.66767677058283
384	384	384.3973020414135
385	385	385.88682861157713
386	386	386.19791158141334
387	387	387.79754903495916
388	388	388.1248179938754
389	389	389.32240521791493
390	390	390.9343114335016
391	391	391.60138602434256
392	392	392.8463399230821
393	393	393.0369095829937
394	394	394.74699461582145
395	395	395.7431101916376
396	396	396.1211596201716
397	397	397.5860054163956
398	398	398.12490133005093
399	399	399.04203544098226
400	400	400.73609788161633
401	401	401.565130935649
402	402	402.7146559711213
403	403	403.9321582448755
404	404	404.2108402390457
405	405	405.22964895665626
406	406	406.3788965764292
407	407	407.5320457220202
408	408	408.8186665634
409	409	409.66977193603384
410	410	410.5764558768503
411	411	411.60742817045497
412	412	412.1507274611738
413	413	413.234618152982
414	414	414.10277438416136
415	415	415.2581641003534
416	416	416.9008299230136
417	417	417.7489643289168
418	418	418.89324218146515
419	419	419.08006400774724
420	420	420.0232495848907
421	421	421.5218380875877
422	422	422.68781849318367
423	423	423.95644542114985
424	424	424.5587664021176
425	425	425.1798588208738
426	426	426.8334024438291
427	427	427.5062940032827
428	428	428.306276231101
429	429	429.0255634074284
430	430	430.894012747981
431	431	431.82689254131213
432	432	432.3089983055334
433	433	433.83950030692984
434	434	434.58762243139563
435	435	435.7352446683428
436	436	436.34202604955163
437	437	437.4877917560855
438	438	438.5808313352273
439	439	439.16888317541503
440	440	440.36871802306996
441	441	441.9225120219793
442	442	442.4672376601719
443	443	443.4957788476677
444	444	444.43506416787835
445	445	445.9974040187486
446	446	446.57423503081844
447	447	447.4115950546188
448	448	448.699427107772
449	449	449.7054990035436
450	450	450.4958189498733
451	451	451.70699912863336
452	452	452.5178838802828
453	453	453.529594459519
454	454	454.82491900982086
455	455	455.6599669321115
456	456	456.7475779371286
457	457	457.6833480472911
458	458	458.66418154086904
459	459	459.55001293896277
460	460	460.0826093120307
461	461	461.58010434498954
462	462	462.63028953021995
463	463	463.95944069066877
464	464	464.4540356336585
465	465	465.4136179140349
466	466	466.79053948801527
467	467	467.01346690885686
468	468	468.71966838714536
469	469	469.3802179467419
470	470	470.2940931983846
471	471	471.41279997062776
472	472	472.393467596086
473	473	473.47486802150877
474	474	474.40109413413575
475	475	475.4131020035735
476	476	476.27711558842753
477	477	477.21546636116994
478	478	478.84309253223614
479	479	479.79449493574765
480	480	480.8448638977106
481	481	481.6048655616078
482	482	482.82047197331315
483	483	483.2050551863618
484	484	484.36080759139156
485	485	485.8141944320084
486	486	486.9354979988507
487	487	487.27620472544277
488	488	488.09104298295307
489	489	489.5829621017656
490	490	490.49130888348844
491	491	491.0302120083685
492	492	492.40837017275203
493	493	493.7681000957804
494	494	494.8336926336648
495	495	495.0345237804829
496	496	496.8657007986738
497	497	497.64785267673767
498	498	498.1428789842764
499	499	499.93425783705493
500	500	500.54194245696976
501	501	501.9045537721782
502	502	502.49786351552433
503	503	503.2373730941441
504	504	504.5016434161943
505	505	505.04657263951015
506	506	506.8393044955312
507	507	507.1553014200426
508	508	508.620000355205
509	509	509.40833281794994
510	510	510.65906007652177
511	511	511.48705276592045
512	512	512.9651752087325
513	513	513.8882020982497
514	514	514.4526821359655
515	515	515.6524806355359
516	516	516.4849446723297
517	517	517.531652716129
518	518	518.9193603397865
519	519	519.992764682183
520	520	520.4891717810275
521	521	521.9259848936485
522	522	522.153240937643
523	523	523.5852177460469
